111952.800,47348.450,75879.750,96699.140,46448.950,22466.630,107553.500,87518.040,0.000
319956.900,87248.310,214581.800,339401.300,119759.200,11150.920,374027.900,208188.300,0.000
398350.700,12385.780,267777.500,551197.800,117274.400,-120635.600,600271.100,163145.600,0.000
396233.300,-42128.520,257434.600,568792.100,118289.800,-249586.400,612686.500,59079.480,0.000
428359.000,-6082.715,217595.800,378853.300,244103.700,-219283.800,363991.800,12558.480,0.000
444572.400,45290.280,94931.730,76454.930,383997.300,-18952.290,39583.060,-15734.930,0.000
463045.100,218852.500,17708.020,-165290.600,282311.200,311688.800,-15813.480,81244.580,0.000
510880.200,507510.200,168172.100,-104314.000,-74493.710,637666.300,198422.500,349217.800,0.000
532608.500,671284.600,426210.300,241938.200,-206203.400,785241.700,445440.100,588097.900,0.000
481635.700,671825.300,576038.700,532726.600,69112.790,742743.400,607003.800,657609.600,0.000
399548.200,615327.100,615305.900,629498.200,371457.400,619847.900,588233.800,619025.900,0.000
335413.100,513321.800,570431.600,575362.600,596983.300,498860.100,367928.000,519772.900,0.000
266536.700,377761.300,429039.900,395478.600,707773.900,401816.800,121875.600,368657.800,0.000
168825.800,264850.700,264465.900,197459.300,525929.800,318934.800,1136.010,232129.200,0.000
70529.660,186856.500,168824.100,102459.300,205233.300,229832.700,-20865.470,153687.000,0.000
-14924.710,100723.800,117784.200,88503.510,36176.030,121163.900,-28486.060,89430.500,0.000
-99746.160,7381.071,46889.010,50214.460,39072.350,18342.250,-64848.020,5939.545,0.000
-160300.400,-42750.070,-25079.390,-36162.030,70526.860,-31844.930,-137685.400,-57384.720,0.000
-156433.800,-39509.390,-53350.380,-103475.100,82731.490,-18850.880,-203494.100,-60465.450,0.000
-115563.600,-31178.200,-52674.210,-104769.000,69871.220,6878.442,-189274.600,-36874.970,0.000
-119389.400,-52740.790,-61096.550,-71411.290,-16401.530,-15116.160,-109215.500,-47832.890,0.000
-183089.800,-87682.360,-79283.240,-64586.170,-127046.500,-79171.250,-85147.790,-93862.020,0.000
-226838.700,-108998.100,-95698.800,-106024.500,-110015.100,-119777.900,-172512.300,-125105.100,0.000
-200060.700,-115392.100,-118421.400,-160312.500,20816.260,-102478.700,-254589.500,-120789.900,0.000
-158728.300,-116976.900,-143739.600,-175102.700,42185.150,-71974.940,-211647.900,-109430.800,0.000
-172882.100,-119012.500,-145236.900,-142659.000,-120409.400,-86455.410,-112626.900,-117224.700,0.000
-220603.100,-127668.800,-125842.300,-114988.100,-235874.000,-135218.000,-110058.200,-137012.400,0.000
-233009.800,-145413.300,-128408.600,-139118.600,-133348.200,-159199.200,-202072.400,-150295.300,0.000
-201833.500,-158137.600,-164439.900,-189329.100,10836.290,-137836.000,-244607.800,-151341.300,0.000
-179377.800,-151405.600,-186120.000,-199842.700,-39050.600,-112994.500,-181019.200,-145353.400,0.000
-192321.800,-137986.500,-163487.900,-160471.300,-200282.600,-123783.500,-115220.000,-140943.700,0.000
-212458.400,-142743.500,-136932.800,-132008.300,-226177.900,-154600.600,-135960.800,-145582.500,0.000
-210068.800,-162042.700,-151102.500,-154976.200,-103634.300,-165179.500,-192601.100,-156543.400,0.000
-192122.500,-167484.300,-182568.400,-191830.800,-39906.030,-147829.000,-196044.600,-160085.600,0.000
-180231.200,-151476.500,-182087.600,-188487.200,-116457.500,-130908.700,-151105.200,-149958.000,0.000
-180250.800,-138810.800,-154163.200,-153822.500,-195427.400,-135371.500,-124122.500,-139146.800,0.000
-183628.800,-145971.900,-142538.600,-137717.600,-169348.100,-150458.100,-136550.300,-141394.400,0.000
-181922.100,-157116.200,-157661.600,-154213.000,-104725.500,-154387.800,-153506.800,-149863.100,0.000
-172856.400,-152721.500,-168462.100,-170016.700,-97252.430,-143284.800,-149049.200,-148439.000,0.000
-160762.300,-138868.800,-157735.300,-161047.400,-132624.400,-131307.300,-132214.700,-136808.800,0.000
-153201.300,-132624.900,-142607.600,-141472.300,-148595.400,-129587.100,-119069.800,-128603.800,0.000
-152138.900,-135259.100,-139384.500,-133120.100,-135550.500,-134361.600,-113623.800,-129145.500,0.000
-150689.200,-135789.900,-141847.200,-135812.100,-120494.400,-135338.200,-113648.900,-130310.400,0.000
-142930.900,-130173.000,-139644.000,-137365.300,-113457.800,-128928.700,-114711.600,-125906.700,0.000
-132135.000,-123154.900,-133759.500,-133048.700,-111078.900,-120090.900,-110166.700,-118882.400,0.000
-124434.400,-117717.100,-127874.600,-125195.000,-114623.900,-114483.300,-98473.060,-113054.100,0.000
-119989.000,-113306.100,-121419.800,-116059.900,-119612.100,-112809.700,-87118.010,-108323.100,0.000
-115536.900,-110130.400,-115310.700,-108665.000,-114464.700,-112078.900,-82979.880,-104654.700,0.000
-110146.800,-107717.700,-112387.000,-106351.400,-100708.800,-109124.100,-83680.980,-102427.400,0.000
-103742.200,-103076.900,-110529.100,-106686.000,-92488.660,-102738.100,-82303.300,-98967.810,0.000
-95365.270,-95508.830,-104878.900,-102531.100,-93707.030,-94797.910,-75455.120,-91753.260,0.000
-86809.740,-89084.830,-96466.070,-92225.310,-95457.130,-89298.110,-64847.840,-84007.730,0.000
-82198.680,-86385.880,-90443.430,-82578.580,-93031.910,-87998.040,-55826.140,-80567.160,0.000
-80651.550,-84266.090,-87437.620,-79231.390,-87658.580,-87323.420,-53760.000,-79773.790,0.000
-75821.090,-79257.590,-83955.620,-79418.830,-78447.810,-82340.090,-56757.680,-76015.110,0.000
-65965.270,-72693.360,-78969.930,-76764.390,-68439.400,-73643.120,-54982.230,-68710.090,0.000
-57458.500,-67382.880,-73677.780,-69165.950,-67622.590,-66943.540,-43582.040,-62350.490,0.000
-54645.860,-63430.210,-67786.630,-59947.860,-75292.100,-65265.890,-31669.360,-58948.690,0.000
-53307.990,-59921.650,-61613.760,-53887.570,-74303.230,-65024.820,-30115.190,-56391.500,0.000
-48294.290,-56757.140,-57953.930,-52832.650,-57926.570,-61283.510,-35201.280,-53099.770,0.000
-40958.490,-52919.860,-56791.200,-53259.270,-44544.550,-54010.010,-34373.640,-49060.220,0.000
-34901.780,-47063.390,-53081.100,-49076.920,-48888.470,-47233.570,-24605.620,-43753.620,0.000
-30517.980,-41102.820,-44928.690,-39316.640,-57733.150,-43976.680,-14740.220,-37817.590,0.000
-27338.190,-38555.580,-38217.190,-30965.720,-52781.380,-43534.910,-11809.050,-34490.140,0.000
-25644.670,-38225.960,-37362.380,-30312.170,-39200.750,-42415.300,-14117.740,-34558.920,0.000
-22973.870,-34900.440,-37511.190,-33499.360,-32140.110,-37458.210,-16059.060,-32943.790,0.000
-15955.390,-27797.600,-32507.730,-31052.150,-32197.920,-29661.920,-12704.820,-25970.730,0.000
-7992.074,-22480.410,-24928.910,-21175.710,-32542.600,-24446.270,-2977.224,-18649.660,0.000
-6658.403,-22025.320,-21011.980,-12559.460,-33282.140,-25213.600,5997.830,-17718.730,0.000
-10519.960,-22097.260,-20487.640,-12376.750,-32506.210,-27331.050,4159.987,-20317.130,0.000
-8650.599,-18125.890,-18717.120,-16576.950,-22193.450,-23215.640,-5433.432,-17882.740,0.000
1957.110,-12219.250,-14872.440,-15599.840,-8052.741,-13732.660,-5717.782,-9868.786,0.000
9589.484,-8958.224,-11201.190,-7032.461,-10130.560,-8364.850,9498.289,-4582.480,0.000
5948.457,-8425.259,-7826.381,1469.599,-27189.620,-11513.000,21731.510,-5869.549,0.000
363.228,-7465.825,-4380.493,2121.739,-28590.100,-15124.280,13955.690,-7663.149,0.000
5258.796,-4831.215,-2919.099,-2916.537,-3302.140,-10234.630,-689.812,-4212.376,0.000
16171.180,-1531.471,-3509.778,-3993.790,14206.590,-573.095,2883.169,1701.789,0.000
19299.840,1531.095,-1510.683,3516.143,-3046.432,2929.814,21960.190,4466.562,0.000
13515.560,3547.755,4766.084,12463.180,-26197.140,-1531.484,29419.310,3879.816,0.000
10850.950,3806.489,9005.166,13020.350,-14557.060,-4408.762,16294.920,3645.466,0.000
16827.730,3769.554,6558.411,6546.892,16830.940,716.942,5019.914,5542.069,0.000
23515.540,6241.764,3592.619,4396.107,20978.700,8389.329,13328.260,8584.888,0.000
23609.600,10591.280,7895.087,11897.810,-4547.839,10190.430,28265.080,11295.400,0.000
20324.490,12448.410,15427.710,20360.240,-16043.920,6511.886,29110.980,12380.190,0.000
19913.580,10509.080,16368.450,19557.900,4184.143,4644.722,18286.940,11524.980,0.000
22749.210,9481.667,11363.190,12607.250,23734.540,8258.256,13345.980,10938.560,0.000
25630.030,12916.260,10398.210,11085.770,16634.530,13568.420,19671.980,13288.430,0.000
26916.330,17187.810,16326.400,18060.310,496.645,15301.320,27048.060,17128.540,0.000
26353.250,17127.060,20917.630,24402.150,858.471,13030.850,27434.880,18004.490,0.000
24450.470,14301.570,18907.350,22665.310,12969.470,10882.810,22985.920,15373.420,0.000
23813.540,14293.350,15598.170,17053.570,18759.390,12447.610,19159.590,14165.600,0.000
26630.290,17795.070,16937.530,16160.580,16181.610,16697.800,19317.710,17264.110,0.000
29996.780,20112.120,20632.230,21057.750,13005.940,19098.910,23885.840,20754.130,0.000
28888.800,18921.150,21748.440,25290.080,10741.220,17163.710,28456.670,20046.120,0.000
24511.760,17201.930,20538.100,24245.650,10020.230,14038.040,26476.020,17035.720,0.000
23605.410,17827.760,19953.320,20259.240,15489.180,14665.770,19087.690,16804.490,0.000
27868.230,19672.360,20324.490,18653.230,23425.360,18841.840,16494.800,19697.390,0.000
30700.620,20427.130,20700.120,21323.860,21194.510,21160.240,23302.460,21443.120,0.000
27544.640,19933.030,21536.720,24964.190,9496.130,18691.170,29584.610,20062.440,0.000
23142.870,19269.720,22641.370,25061.980,6764.039,15322.790,25153.130,18186.510,0.000
23821.880,18964.200,22067.640,21393.630,19687.970,16077.090,16070.360,18374.210,0.000
27671.550,19221.310,19932.150,18653.760,28924.160,19803.320,15712.090,19780.270,0.000
28246.040,20039.660,19557.370,20504.330,19386.550,21140.790,23790.500,20340.820,0.000
24722.820,20452.050,21979.890,24288.960,6037.227,18456.190,27198.660,19642.840,0.000
22205.810,19460.850,23323.900,24396.740,9999.605,15800.660,20787.160,18611.700,0.000
23307.980,18034.230,20938.600,20331.350,24292.240,16645.910,14376.630,18066.290,0.000
25074.240,18134.910,18194.220,17596.500,26237.050,19217.300,16433.790,18298.460,0.000
24454.140,19489.600,19128.050,19615.450,14162.110,19677.650,21966.900,18912.390,0.000
22331.590,19664.740,21754.070,22769.550,7678.900,17547.990,22083.980,18856.390,0.000
21036.780,17921.860,21433.550,22025.470,15010.680,15713.940,17256.470,17659.750,0.000
21023.840,16513.530,18433.840,18300.670,22691.730,16103.990,14364.720,16456.730,0.000
21293.450,17084.860,17060.850,16546.900,19695.910,17506.400,15765.080,16571.600,0.000
21068.730,18114.450,18524.140,18272.190,12699.160,17707.960,17779.830,17392.630,0.000
20098.000,17504.880,19592.640,19988.240,11773.830,16311.310,17430.630,17144.700,0.000
18661.690,15830.910,18261.190,18863.040,15475.790,14829.320,15450.590,15644.200,0.000
17710.350,15098.080,16414.260,16352.030,17139.600,14618.410,13667.110,14583.660,0.000
17843.410,15557.720,16087.080,15293.690,15762.490,15354.180,13027.780,14861.180,0.000
18137.470,15735.030,16558.160,15992.260,14080.040,15605.700,13643.400,15313.620,0.000
17242.110,14935.600,16348.700,16614.950,12846.430,14630.280,14454.030,14692.160,0.000
15513.590,13947.370,15529.140,15962.900,12144.800,13247.500,13707.940,13470.350,0.000
14605.450,13481.080,14816.460,14510.100,13117.400,12746.380,11426.490,12828.140,0.000
14921.510,13327.100,14237.660,13386.260,14796.750,13200.560,10027.780,12869.680,0.000
15031.210,13074.310,13695.840,13198.770,13935.640,13413.380,10902.610,12795.700,0.000
13949.910,12646.590,13462.320,13559.250,10628.000,12583.690,12053.620,12221.350,0.000
12537.000,12061.440,13374.920,13439.730,9293.153,11356.420,11051.080,11473.090,0.000
11976.600,11375.630,12755.210,12324.730,11615.540,10822.910,8766.738,10902.500,0.000
12056.000,10872.110,11664.420,11000.360,13411.640,11034.960,7897.126,10554.830,0.000
11777.690,10714.980,11050.720,10604.960,11358.090,11080.110,8805.943,10321.570,0.000
10889.690,10535.260,11177.980,10993.420,8267.300,10396.160,9297.707,10012.440,0.000
9986.793,9923.987,11104.190,10914.800,8236.542,9444.047,8184.407,9467.050,0.000
9495.786,9134.604,10231.460,9860.958,10266.750,8951.467,6740.396,8812.245,0.000
9238.285,8715.967,9254.507,8751.458,10558.610,8940.839,6362.935,8371.287,0.000
8868.473,8636.709,8951.597,8468.188,8593.313,8839.535,6672.315,8187.228,0.000
8292.369,8373.085,8987.895,8623.941,7106.212,8315.327,6568.996,7933.206,0.000
7656.696,7759.294,8624.245,8342.951,7402.038,7629.478,5880.675,7419.708,0.000
7140.565,7167.146,7883.654,7562.582,8031.534,7175.788,5200.024,6862.934,0.000
6772.708,6852.201,7302.865,6882.624,7669.978,6976.653,4840.979,6499.252,0.000
6423.896,6639.410,7026.894,6567.766,6758.587,6770.687,4627.909,6254.205,0.000
6002.588,6313.936,6778.150,6361.255,6182.138,6412.283,4376.928,5960.617,0.000
5566.392,5903.921,6407.638,6054.833,6011.658,5981.129,4099.123,5611.065,0.000
5166.143,5501.553,5989.368,5684.758,5863.698,5573.977,3812.184,5243.178,0.000
4743.945,5123.519,5570.915,5266.608,5564.924,5206.679,3441.731,4839.494,0.000
4314.353,4803.707,5168.896,4779.605,5211.891,4910.326,2977.665,4465.025,0.000
4028.300,4576.022,4853.413,4368.756,4937.125,4717.804,2617.811,4250.041,0.000
3867.722,4344.039,4619.605,4195.686,4678.403,4520.693,2567.163,4119.040,0.000
3547.291,3987.273,4338.324,4110.271,4240.454,4147.338,2641.674,3818.717,0.000
2983.203,3584.178,3963.910,3793.151,3749.865,3663.146,2358.565,3340.473,0.000
2551.717,3314.455,3607.538,3236.152,3667.410,3366.878,1657.105,2997.115,0.000
2521.319,3170.080,3336.023,2798.644,3928.446,3347.655,1186.840,2929.183,0.000
2536.151,2975.231,3097.375,2713.267,3695.388,3276.988,1415.795,2857.432,0.000
2136.006,2669.783,2870.781,2755.823,2701.836,2871.750,1779.541,2528.841,0.000
1529.010,2365.259,2668.287,2538.195,2055.516,2353.259,1407.016,2108.246,0.000
1285.991,2142.185,2412.551,2020.090,2595.401,2144.770,512.477,1885.432,0.000
1420.964,1975.431,2063.108,1573.004,3256.063,2237.696,179.357,1837.426,0.000
1382.271,1825.462,1791.107,1505.847,2577.415,2196.303,685.088,1729.651,0.000
945.065,1658.024,1738.999,1647.166,1205.304,1803.496,1033.302,1486.009,0.000
512.049,1421.892,1697.005,1541.491,1009.933,1357.732,501.052,1220.872,0.000
422.034,1147.067,1382.667,1058.638,2027.232,1214.082,-274.536,1024.096,0.000
485.327,979.997,958.472,606.454,2368.489,1300.175,-350.460,906.891,0.000
385.783,962.038,827.606,586.717,1299.070,1266.548,114.810,849.782,0.000
131.384,900.135,956.948,817.214,322.905,976.215,264.076,769.708,0.000
-100.850,642.760,893.266,769.381,624.860,634.660,-148.727,562.189,0.000
-244.489,356.390,503.603,318.059,1329.048,486.863,-598.798,293.589,0.000
-297.470,290.546,192.029,-82.187,1199.633,540.566,-671.116,182.510,0.000
-275.082,365.274,224.047,-54.258,499.287,581.395,-477.851,257.799,0.000
-315.556,285.660,321.580,181.954,138.123,415.070,-318.561,250.846,0.000
-553.975,15.117,165.264,153.567,202.255,97.505,-395.262,-3.126,0.000
-825.543,-178.255,-116.844,-209.796,299.338,-104.266,-737.026,-274.192,0.000
-819.637,-157.980,-242.005,-528.295,377.349,-37.828,-1063.833,-279.707,0.000
-604.095,-107.107,-224.478,-510.974,376.405,100.729,-966.664,-136.278,0.000
-609.146,-208.965,-248.466,-307.287,-13.424,-1.828,-535.541,-176.588,0.000
-949.987,-388.089,-340.297,-272.653,-561.077,-325.374,-431.703,-427.041,0.000
-1190.140,-482.020,-428.770,-521.757,-461.881,-510.618,-935.096,-592.090,0.000
-1020.959,-482.269,-528.756,-809.340,244.156,-375.771,-1378.090,-531.915,0.000
-768.301,-481.044,-637.973,-836.278,365.629,-198.206,-1094.823,-441.063,0.000
-873.108,-518.695,-648.197,-622.487,-539.023,-312.478,-514.350,-509.053,0.000
-1195.255,-585.420,-560.516,-500.695,-1188.104,-615.780,-548.931,-662.800,0.000
-1270.217,-668.374,-578.336,-692.898,-564.532,-730.109,-1159.884,-736.596,0.000
-1044.282,-719.543,-772.835,-988.305,315.042,-561.942,-1418.587,-707.860,0.000
-899.499,-686.798,-895.030,-1009.100,-11.117,-414.114,-969.100,-665.453,0.000
-1031.161,-632.045,-769.257,-753.004,-1061.374,-526.418,-534.080,-672.559,0.000
-1208.376,-678.211,-621.624,-613.361,-1223.277,-749.914,-731.044,-731.112,0.000
-1194.885,-804.204,-730.561,-811.646,-368.229,-799.538,-1177.753,-802.987,0.000
-1067.962,-846.295,-958.608,-1075.191,69.335,-661.500,-1205.834,-824.224,0.000
-1013.657,-754.671,-970.684,-1043.872,-527.423,-570.200,-862.286,-768.430,0.000
-1058.134,-688.600,-781.319,-793.140,-1145.003,-656.920,-676.776,-713.123,0.000
-1115.774,-767.565,-712.183,-696.197,-936.412,-806.935,-825.514,-754.194,0.000
-1131.645,-878.966,-861.267,-870.157,-417.413,-850.270,-1019.869,-849.360,0.000
-1087.755,-859.886,-979.114,-1042.888,-378.526,-763.827,-1020.875,-858.304,0.000
-998.914,-752.861,-901.973,-980.552,-705.174,-669.969,-877.410,-759.855,0.000
-945.831,-722.190,-780.139,-795.464,-867.044,-680.637,-738.220,-697.220,0.000
-993.393,-793.246,-786.299,-734.398,-787.798,-773.325,-703.545,-756.300,0.000
-1062.497,-838.637,-862.125,-837.077,-680.074,-824.493,-800.000,-832.808,0.000
