106173.300,34321.170,48788.390,87202.770,63471.340,9202.901,127609.100,104450.100,-0.118,1.000,-0.060,0.000
299450.600,24557.810,122402.500,204476.300,184681.200,-37694.860,419977.900,273497.300,-0.116,1.008,-0.067,0.000
357378.900,-125662.100,105828.000,90404.390,216516.000,-192615.100,633890.600,273469.500,-0.117,1.009,-0.070,0.000
337398.500,-215251.300,80711.320,-90902.240,199031.000,-278338.400,677396.100,187010.000,-0.118,1.010,-0.069,0.000
382151.900,-128648.600,151136.400,19548.520,271522.100,-144017.700,503328.900,147640.900,-0.120,1.011,-0.072,0.000
440398.100,12598.920,236628.400,305881.700,380792.000,114464.400,159899.600,103915.600,-0.118,1.010,-0.075,0.000
488145.200,231108.700,318608.300,538690.600,459775.400,409634.000,36155.430,128095.300,-0.119,1.011,-0.075,0.000
542312.200,523789.300,429467.300,705899.600,526775.300,678778.400,204420.500,308914.800,-0.120,1.009,-0.075,0.000
559101.300,696208.400,500474.000,744324.800,556580.800,772701.800,403999.900,519164.200,-0.120,1.009,-0.076,0.000
493161.600,690918.700,486527.800,583989.400,515892.900,691426.200,537583.300,591998.600,-0.120,1.009,-0.075,0.000
397772.000,629664.600,457379.300,373409.500,446070.200,582380.400,554134.400,560806.200,-0.122,1.012,-0.075,0.000
343076.800,566713.900,459524.400,307844.600,402212.100,515256.200,425502.300,489570.300,-0.122,1.012,-0.076,0.000
315817.300,497987.800,451429.900,361387.100,379105.200,476078.600,255178.400,364159.000,-0.120,1.012,-0.079,0.000
263900.300,432281.300,421231.100,390970.000,349553.400,426389.800,150211.900,223441.200,-0.121,1.012,-0.076,0.000
177529.500,357030.700,393342.900,379008.800,317164.500,337031.500,109368.400,130910.800,-0.120,1.013,-0.079,0.000
74164.680,246789.600,354889.800,343562.700,285394.200,207836.800,61393.850,63348.860,-0.122,1.014,-0.078,0.000
-40503.500,116929.100,294034.600,256438.400,235571.500,76945.550,-30232.300,-25123.490,-0.121,1.015,-0.078,0.000
-130798.800,32882.330,243312.100,172856.500,172918.100,6465.935,-132648.400,-99700.670,-0.121,1.016,-0.075,0.000
-140846.200,25494.350,231720.700,188311.500,136502.400,12510.480,-190351.800,-105584.500,-0.118,1.016,-0.074,0.000
-96779.670,33583.280,228753.600,247846.700,122155.300,27152.330,-171453.400,-73307.270,-0.116,1.015,-0.074,0.000
-97655.700,-3741.081,189298.600,202999.900,75302.380,-13397.000,-110982.800,-79836.020,-0.115,1.015,-0.073,0.000
-168401.800,-56892.180,128843.600,68708.090,-7888.885,-77965.300,-100019.500,-130585.300,-0.115,1.011,-0.073,0.000
-218605.300,-70616.410,98639.230,17755.590,-58929.420,-96424.920,-175983.700,-160508.200,-0.113,1.008,-0.077,0.000
-190716.600,-61928.200,102130.700,93333.880,-49480.060,-73556.170,-252235.300,-144474.000,-0.113,1.006,-0.079,0.000
-150607.400,-80406.410,92939.840,134153.200,-43381.150,-74289.080,-229034.500,-128315.400,-0.114,1.006,-0.077,0.000
-173374.400,-117262.400,51848.490,43832.790,-92736.030,-115380.100,-146481.500,-144972.700,-0.114,1.009,-0.074,0.000
-225629.900,-128989.600,12101.660,-58154.860,-154422.900,-147179.400,-132855.900,-168969.700,-0.114,1.010,-0.078,0.000
-232814.300,-119290.200,643.049,-45648.070,-165443.000,-141194.500,-211139.700,-170704.600,-0.113,1.007,-0.077,0.000
-199350.500,-126689.500,-105.667,17369.850,-143531.900,-128384.900,-265564.800,-160938.000,-0.112,1.001,-0.079,0.000
-185758.900,-151496.600,-16264.270,4508.339,-149509.900,-138949.000,-221298.500,-160146.700,-0.111,0.996,-0.080,0.000
-206584.300,-159890.200,-43435.820,-71024.730,-188758.600,-158761.800,-152179.600,-164879.100,-0.113,0.996,-0.083,0.000
-222437.100,-148832.400,-62672.400,-106818.300,-214291.100,-164389.900,-157388.700,-165066.500,-0.114,0.999,-0.080,0.000
-213286.700,-148661.600,-71201.630,-83580.020,-207432.700,-160228.900,-215354.800,-164285.000,-0.116,1.002,-0.078,0.000
-199477.600,-165602.000,-78963.700,-68957.700,-197533.500,-160417.000,-233962.700,-165912.900,-0.115,1.005,-0.079,0.000
-196786.100,-173147.900,-89967.660,-93097.130,-206694.000,-163418.300,-192629.600,-162832.900,-0.117,1.008,-0.078,0.000
-197182.800,-162102.000,-101659.400,-120543.000,-221851.000,-162938.600,-155110.400,-153674.900,-0.119,1.009,-0.081,0.000
-193786.300,-154745.700,-112967.900,-127227.000,-225887.600,-162748.600,-163069.200,-149228.700,-0.119,1.010,-0.078,0.000
-190801.800,-163180.100,-122997.800,-128052.300,-222010.900,-165935.800,-187551.700,-152970.900,-0.118,1.012,-0.082,0.000
-187839.100,-170733.700,-129053.500,-134019.100,-219598.100,-165767.200,-188048.900,-153394.600,-0.117,1.015,-0.083,0.000
-179203.600,-163978.500,-132075.500,-139505.800,-219170.800,-158589.800,-166619.500,-143917.500,-0.116,1.016,-0.082,0.000
-168368.400,-153535.300,-137272.700,-146881.800,-218422.800,-152371.100,-148894.500,-133793.000,-0.116,1.016,-0.083,0.000
-164141.300,-152349.900,-145691.800,-163396.100,-217933.600,-153317.300,-145284.700,-131499.600,-0.117,1.017,-0.082,0.000
-164463.600,-155779.700,-152108.900,-181999.000,-216619.000,-155410.100,-147899.600,-131944.900,-0.116,1.017,-0.082,0.000
-159611.100,-153768.600,-153805.600,-190112.300,-211816.500,-151023.700,-147500.000,-127579.000,-0.117,1.017,-0.083,0.000
-148557.600,-146690.700,-154427.900,-190438.400,-205135.900,-142518.100,-140535.000,-119917.300,-0.121,1.017,-0.083,0.000
-138955.000,-140408.300,-157061.000,-194863.300,-200528.200,-136620.900,-128403.700,-113473.300,-0.119,1.018,-0.081,0.000
-134007.100,-136670.500,-160123.400,-204319.900,-197621.100,-134578.300,-116978.200,-108317.700,-0.119,1.016,-0.082,0.000
-130268.900,-134217.600,-161867.900,-211289.000,-193304.800,-133052.200,-111968.400,-103692.600,-0.120,1.014,-0.082,0.000
