-3.895,-3.272,-0.938,-5.328,-3.566,1.53,1.396,-1.425
-2.273,1.704,5.78,-1.661,0.21,10.471,9.236,4.743
1.131,7.633,12.288,3.547,5.197,17.821,15.511,10.683
3.341,11.134,14.968,6.878,8.137,19.891,16.957,13.668
2.252,10.324,13.376,6.795,7.697,16.788,13.324,12.363
-1.168,5.769,8.615,4.101,4.343,9.514,5.628,7.427
-4.936,-0.217,3.152,0.207,-0.68,1.656,-1.267,2.489
-5.765,-2.443,1.927,-1.765,-3.336,0.054,-0.299,2.996
-0.318,2.834,7.88,2.537,0.844,6.989,9.376,11.198
1.237,3.923,9.3,4.474,2.23,8.475,12.771,14.35
-3.517,-2.174,3.494,1.203,-1.954,1.684,6.918,8.878
-7.785,-7.853,-2.227,-2.172,-5.359,-4.569,0.387,2.305
-11.165,-11.499,-6.263,-5.83,-7.506,-8.748,-4.669,-3.015
-11.549,-9.897,-5.358,-6.773,-6.188,-7.352,-3.921,-3.343
-9.799,-5.843,-2.562,-5.643,-3.14,-2.981,-0.525,-1.047
-5.46,-1.73,-0.655,-3.201,0.5,0.105,0.572,0.999
0.723,3.06,0.874,0.392,4.079,2.257,0.514,2.668
3.171,4.277,-0.977,1.146,3.238,1.527,-1.23,1.383
2.298,1.658,-5.141,-0.854,-0.395,-1.952,-4.49,-1.877
0.956,-1.189,-8.193,-3.157,-2.83,-6.278,-7.811,-4.459
2.301,-0.912,-7.689,-2.123,-1.674,-8.342,-7.897,-3.612
3.722,-1.056,-7.375,-0.116,-0.659,-9.676,-7.503,-2.943
3.635,-2.545,-7.957,0.62,-1.235,-10.09,-7.968,-4.085
6.421,0.11,-4.701,2.954,0.999,-5.349,-4.531,-2.708
6.599,1.7,-3.298,1.655,1.127,-1.644,-2.334,-3.34
1.154,-1.114,-6.183,-4.149,-3.182,-2.483,-4.307,-7.02
-7.313,-7.818,-11.919,-11.383,-10.222,-7.749,-9.987,-12.112
-15.281,-17.082,-18.737,-17.798,-17.8,-15.944,-17.414,-17.502
-14.982,-20.029,-18.271,-16.387,-18.155,-17.478,-16.872,-15.853
-8.69,-15.913,-11.828,-9.154,-12.845,-12.434,-9.268,-8.418
-2.531,-8.748,-5.327,-1.761,-7.294,-6.412,-1.499,-0.25
-1.176,-3.462,-2.807,0.948,-5.155,-3.412,1.667,3.947
-4.559,-2.717,-4.298,-1.489,-6.395,-4.623,-0.453,2.732
