1.539,-6.492,-6.145,0.65,-2.494,-8.611,-2.508,-1.298
-2.46,-5.986,-6.915,-3.621,-4.937,-7.552,-3.3,-2.762
-5.662,-4.646,-7.262,-6.368,-5.163,-7.321,-5.59,-3.479
-6.611,-2.626,-6.627,-5.992,-5.012,-8.587,-8.198,-3.436
-6.515,-1.413,-6.767,-5.902,-4.468,-10.947,-11.058,-4.934
-5.034,-2.065,-7.479,-7.538,-2.508,-11.7,-10.968,-6.308
-3.863,-2.216,-7.098,-7.419,-0.868,-9.438,-7.728,-7.113
-0.557,-1.488,-7.124,-4.422,-0.105,-7.23,-6.776,-7.767
-0.038,-2.944,-9.326,-4.861,-3.2,-7.084,-8.455,-10.22
-3.328,-8.408,-12.994,-11.455,-9.146,-8.26,-9.163,-11.563
-8.504,-16.093,-16.554,-17.851,-16.949,-10.852,-9.859,-10.665
-16.141,-20.637,-17.572,-20.239,-23.506,-13.082,-11.056,-9.976
-18.647,-17.961,-12.654,-16.398,-21.18,-10.275,-7.266,-5.402
-16.751,-10.573,-3.86,-6.564,-12.622,-3.824,0.384,1.498
-12.136,-3.47,2.275,2.543,-2.178,-0.153,3.586,5.993
-7.152,-1.113,2.157,3.903,3.787,-1.199,0.83,4.638
-7.733,-4.059,-1.843,-0.219,1.983,-3.592,-2.344,-1.43
-5.569,-5.382,-3.146,-0.57,2.035,-2.274,-0.314,-1.317
0.349,-2.131,-0.981,3.004,3.726,2.279,5.246,4.23
3.378,-1.629,-1.782,3.198,0.676,3.259,6.82,6.886
3.217,-5.988,-5.705,0.143,-4.828,0.226,4.037,5.869
1.194,-7.619,-6.89,-1.897,-5.887,-0.77,2.169,2.96
1.124,-5.27,-4.577,-2.093,-0.734,1.445,2.749,1.365
-0.718,-3.37,-1.358,-1.321,3.38,4.77,5.032,1.227
-2.643,-0.98,2.006,-2.13,6.16,8.849,8.004,3.643
0.353,3.486,5.705,-3.094,9.101,13.078,10.661,8.005
3.769,7.854,8.798,-0.837,10.882,15.64,12.18,10.377
7.209,9.538,9.899,2.22,13.285,16.021,12.602,13.365
8.331,9.377,9.413,5.9,13.596,15.29,12.246,16.833
7.285,9.612,7.932,10.684,12.681,13.013,9.456,17.847
6.894,11.813,7.403,14.49,13.081,9.824,5.321,16.797
7.145,14.885,8.435,15.687,13.084,6.816,2.233,13.948
9.3,14.898,8.27,13.293,13.519,2.927,-0.572,10.161
7.647,13.105,7.605,10.86,15.183,-0.669,-2.752,5.177
4.769,12.383,7.839,10.196,19.216,-2.084,-3.594,1.112
5.322,12.134,8.014,9.079,22.168,-1.364,-3.011,-1.133
3.177,11.809,7.466,7.296,20.136,0.183,-0.901,-2.887
-1.778,8.186,4.11,3.944,14.195,-1.207,-0.974,-3.89
-5.942,2.874,-0.555,-0.511,6.259,-4.346,-4.015,-5.679
-3.597,3.055,-0.713,-1.25,4.202,-3.18,-4.259,-4.186
1.507,6.856,3.304,4.137,8.291,1.053,-0.824,0.816
1.122,9.486,7.454,8.683,11.541,4.984,4.008,4.068
-1.589,8.19,8.638,4.438,9.841,6.638,7.35,5.122
-6.111,3.106,6.16,-3.51,1.345,4.679,5.82,1.248
-6.446,1.94,5.415,-6.168,-2.848,4.534,4.088,-2.047
-0.319,6.67,8.813,-2.16,1.533,8.709,6.195,0.551
2.381,9.801,11.043,4.032,5.476,11.557,7.788,2.543
1.898,8.676,9.407,7.417,7.909,10.463,6.289,2.031
-0.434,6.103,6.375,6.696,8.665,7.527,3.734,-0.838
-1.057,4.133,4.023,4.416,7.128,5.028,2.154,-3.67
