95841.940,10016.710,9198.292,90274.630,33902.770,-16806.710,127609.100,92015.600,-0.080,0.965,-0.148,0.000
272932.100,-44860.130,27172.570,227940.800,101878.100,-102580.800,419977.900,239300.700,-0.076,0.975,-0.160,0.000
334636.300,-200030.800,46481.160,154237.700,127365.400,-232970.700,633890.600,238528.500,-0.075,0.978,-0.165,0.000
334117.500,-242570.700,105794.100,-64550.400,137772.700,-265155.200,611062.900,170751.500,-0.073,0.986,-0.171,0.000
395615.500,-107162.400,211486.700,-117471.800,253848.500,-122112.200,332904.300,152307.900,-0.069,0.992,-0.173,0.000
461400.300,54625.710,302850.200,74576.830,446694.700,144883.800,34930.350,134130.000,-0.067,0.998,-0.177,0.000
505117.700,298704.300,378058.300,347052.400,582458.700,454393.500,37325.460,195055.700,-0.062,1.004,-0.177,0.000
548007.500,604450.400,450981.100,575767.200,534863.300,697016.400,250833.800,389300.900,-0.058,1.006,-0.181,0.000
554586.200,733334.100,484473.200,719916.100,342500.300,763902.900,474273.400,562708.300,-0.052,1.011,-0.185,0.000
487643.200,693025.100,476229.000,678473.000,255363.600,689594.400,613890.100,599011.900,-0.049,1.014,-0.187,0.000
398663.500,631836.300,470226.600,504304.100,302239.300,589491.200,575104.600,546447.600,-0.049,1.017,-0.189,0.000
348389.300,562973.000,473376.500,397157.800,374529.800,518669.600,390973.400,440511.200,-0.047,1.017,-0.190,0.000
305073.100,475450.000,454574.300,400497.800,452617.400,468179.200,215882.800,288786.000,-0.047,1.017,-0.191,0.000
217898.200,390431.400,419104.500,414793.600,432966.300,400032.400,129876.100,152732.800,-0.049,1.019,-0.191,0.000
112068.500,306073.200,384564.200,399905.300,267610.700,295438.100,93019.380,73302.070,-0.050,1.016,-0.189,0.000
15563.700,195589.600,342570.800,364862.800,80631.630,168345.900,45788.300,17071.550,-0.053,1.020,-0.192,0.000
-77168.120,82115.580,295517.400,287653.200,-16558.650,61305.850,-32435.330,-48996.760,-0.057,1.020,-0.195,0.000
-139998.300,30152.680,260813.800,199369.500,-32623.380,17443.950,-128806.100,-101115.700,-0.061,1.020,-0.196,0.000
-134486.200,38636.470,238064.800,190585.900,-13345.330,25953.170,-187285.700,-103269.800,-0.063,1.023,-0.193,0.000
-95070.700,33532.390,209127.600,248480.000,4826.621,25755.170,-150698.000,-78827.020,-0.064,1.022,-0.192,0.000
-105939.100,-15278.870,171121.600,236085.500,-27095.220,-17277.840,-70223.780,-85959.750,-0.067,1.024,-0.192,0.000
-174636.700,-56751.700,139941.000,113822.500,-113969.500,-68574.950,-78082.700,-130082.000,-0.068,1.022,-0.193,0.000
-215964.500,-59100.010,120246.400,26815.180,-166546.400,-83991.760,-193007.700,-158824.100,-0.066,1.019,-0.198,0.000
-186285.900,-60172.190,98669.730,74095.800,-119196.900,-74712.020,-265069.500,-146219.400,-0.061,1.018,-0.200,0.000
-149531.100,-88815.910,69676.380,141198.400,-55191.520,-80989.460,-195649.500,-127558.700,-0.057,1.019,-0.204,0.000
-171035.000,-115164.300,44241.700,87287.510,-94296.230,-109502.400,-98311.410,-138130.800,-0.054,1.020,-0.208,0.000
-219456.600,-114313.100,27990.690,-28785.810,-196745.200,-133045.400,-126502.300,-163295.900,-0.049,1.021,-0.208,0.000
-227522.900,-112476.500,11702.400,-56761.520,-218046.200,-137102.800,-236403.900,-170774.000,-0.047,1.024,-0.212,0.000
