-2.93,-2.617,-3.144,-4.741,5.219,-0.395,7.356,3.611
-3.704,-12.495,-10.802,-9.98,-5.174,-8.313,-5.836,-9.361
0.207,-14.381,-11.355,-8.652,-8.527,-11.066,-11.731,-14.42
6.974,-8.517,-5.501,-1.884,-3.412,-7.127,-6.86,-7.32
10.202,-1.346,-0.104,3.334,3.469,0.376,1.994,2.929
9.768,5.568,3.029,6.038,9.764,9.221,13.159,12.674
5.091,8.274,1.948,4.856,11.634,11.624,18.482,18.362
-6.024,1.531,-6.809,-2.677,3.763,2.536,6.348,12.435
-16.167,-7.832,-15.687,-9.717,-5.841,-7.306,-8.436,1.39
-20.159,-14.173,-19.63,-13.539,-11.68,-13.046,-13.781,-8.365
-20.279,-18.696,-21.894,-18.012,-17.23,-18.35,-19.743,-19.539
-15.671,-17.688,-19.52,-19.984,-17.911,-17.435,-21.782,-26.036
-6.475,-9.084,-10.97,-15.922,-11.132,-9.188,-14.042,-22.083
1.553,0.367,-2.974,-9.936,-4.429,-4.171,-7.397,-13.269
5.561,6.354,1.379,-5.459,0.188,-2.56,-2.648,-4.879
7.461,11.048,4.86,-0.938,7.121,3.883,9.459,3.514
7.48,13.412,7.228,3.79,13.939,11.795,23.59,10.486
4.844,10.308,5.221,5.099,14.103,13.636,26.227,10.114
2.544,5.175,2.048,3.771,10.093,11.338,20.49,5.793
4.08,4.376,3.325,4.519,8.964,10.203,16.348,7.341
7.252,6.737,5.785,5.17,8.154,7.716,8.969,9.404
8.209,6.397,4.208,1.362,2.279,-0.101,-5.629,2.38
7.594,3.231,0.018,-3.819,-4.662,-7.051,-16.289,-6.845
6.019,-1.008,-4.553,-7.613,-8.825,-8.673,-15.896,-9.887
3.208,-5.366,-8.631,-10.564,-11.528,-8.606,-10.978,-10.642
0.025,-8.059,-10.677,-10.794,-12.475,-8.642,-7.837,-11.194
-5.685,-11.103,-12.512,-10.394,-13.09,-10.437,-8.635,-10.263
-12.982,-13.837,-14.658,-11.87,-13.528,-12.412,-10.775,-9.669
-15.019,-10.478,-11.742,-10.429,-8.122,-6.943,-3.856,-5.878
-9.586,-1.102,-2.948,-4.214,3.231,5.362,12.178,3.652
-1.689,7.473,5.096,1.855,12.739,15.81,22.128,11.778
4.218,11.259,8.754,4.978,17.378,20.621,23.015,15.37
7.543,11.922,9.539,6.591,20.78,21.792,27.24,19.551
6.6,9.194,7.086,5.681,20.642,19.082,29.628,20.004
1.888,4.364,2.448,1.878,13.597,13.346,16.883,10.205
-0.995,3.404,1.636,0.198,7.264,10.827,2.063,1.103
-1.428,4.524,4.261,1.279,5.523,9.602,-2.331,0.248
-2.496,3.377,4.903,1.732,4.42,5.709,-1.781,1.021
-3.821,1.705,3.396,1.717,2.845,1.729,-1.725,0.583
-4.619,0.499,0.714,1.803,0.556,-2.52,-5.147,0.097
-3.109,2.178,-0.631,3.888,1.229,-2.247,-4.508,3.794
0.729,6.754,0.85,7.763,5.866,5.047,3.268,13.559
1.39,5.438,-1.436,6.458,5.156,7.343,4.449,16.329
-2.098,-4.03,-9.219,-0.236,-3.105,0.401,-3.201,4.72
-4.734,-13.115,-15.515,-4.263,-11.012,-6.846,-10.767,-8.469
-4.498,-16.319,-16.629,-2.947,-13.356,-9.699,-12.156,-10.759
-2.061,-13.419,-12.533,1.482,-9.252,-7.781,-4.608,-1.671
